business,business_type,name,address,city,lat,lng,place_id,data_id,type,rating,reviews_count,phone,website,_engine,canonical_place_id,resolve_status
Crédit Agricole,banque,Crédit Agricole,"X439+J2J, Rabat, Maroc",Rabat,33.9540911,-6.8824969,ChIJD1iiuNYSpw0RbFZ7pbQFrfc,0xda712d6b8a2580f:0xf7ad05b4a57b566c,Banque,5.0,1.0,,,maps_ll,ChIJD1iiuNYSpw0RbFZ7pbQFrfc,already_canonical
Crédit Agricole,banque,Credit Agricole Du Maroc (Agence Madagascar),"2592+G83, Av. Madagascar, Rabat, Maroc",Rabat,34.0187528,-6.8492185,ChIJhYLWZG9spw0RDWMcefmlNEo,0xda76c6f64d68285:0x4a34a5f9791c630d,Banque,1.7,6.0,+212 5377-36170,http://www.creditagricole.ma/,maps_ll,ChIJhYLWZG9spw0RDWMcefmlNEo,already_canonical
Crédit Agricole,banque,Crédit Agricole du Maroc,"25F3+X98, Av. Abdelkrim Al Khattabi, Rabat, Maroc",Rabat,34.0249132,-6.8465332,ChIJr2_c6G1spw0RXXTNjGbmqiA,0xda76c6de8dc6faf:0x20aae6668ccd745d,Distributeur de billets,3.3,7.0,+212 5377-20847,,maps_ll,ChIJr2_c6G1spw0RXXTNjGbmqiA,already_canonical
Crédit Agricole,banque,Club Crédit Agricole,"X4FF+9F7, Rabat, Maroc",Rabat,33.9734243,-6.8763166,ChIJhzT9adhspw0RBiU4R5kqGVc,0xda76cd869fd3487:0x57192a9947382506,Club,4.6,87.0,+212 5375-71888,,maps_ll,ChIJhzT9adhspw0RBiU4R5kqGVc,already_canonical
Crédit Agricole,banque,Credit Agricole,"X5JC+865, Rabat, Maroc",Rabat,33.980762299999995,-6.829377099999999,ChIJuVEqAVxrpw0RXtEP_RkCIQo,0xda76b5c012a51b9:0xa210219fd0fd15e,Banque,2.5,2.0,,http://www.creditagricole.ma/,maps_ll,ChIJuVEqAVxrpw0RXtEP_RkCIQo,already_canonical
Crédit Agricole,banque,Siège régional Crédit du Maroc,"3,2 Km,, Av. Mohammed VI, Rabat, Maroc",Rabat,33.977104499999996,-6.8297254,ChIJgZTmeVlrpw0Rg6ni2OYfqAA,0xda76b5979e69481:0xa81fe6d8e2a983,Banque,1.8,30.0,,,maps_ll,ChIJgZTmeVlrpw0Rg6ni2OYfqAA,already_canonical
Crédit Agricole,banque,Crédit du Maroc,"Av. Annakhil, Rabat, Maroc",Rabat,33.9593718,-6.8728235,ChIJeYgGYysTpw0Rtuj1bzCHLuc,0xda7132b63068879:0xe72e87306ff5e8b6,Banque et finance,2.9,19.0,+212 5375-65720,,maps_ll,ChIJeYgGYysTpw0Rtuj1bzCHLuc,already_canonical
Crédit Agricole,banque,Crédit du Maroc,"Av. Fal Ould Oumeir, Rabat, Maroc",Rabat,33.9960637,-6.848085299999999,ChIJUVL8JJBspw0RPNL2gUkkWI8,0xda76c9024fc5251:0x8f58244981f6d23c,Banque,1.6,29.0,+212 5376-72013,,maps_ll,ChIJUVL8JJBspw0RPNL2gUkkWI8,already_canonical
Crédit Agricole,banque,Crédit du Maroc - Rabat Allal Ben Abdallah,"21 Av. Allal Ben Abdellah, Rabat 10000, Maroc",Rabat,34.021573,-6.836307,ChIJX6ZXyndspw0Rc-EaoP2nwUM,0xda76c77ca57a65f:0x43c1a7fda01ae173,Banque,1.7,13.0,+212 5377-21961,,maps_ll,ChIJX6ZXyndspw0Rc-EaoP2nwUM,already_canonical
Crédit Agricole,banque,Credit agricole mabella,"21 Av. Tadla, Rabat 10000, Maroc",Rabat,33.9956688,-6.8209981,ChIJzZ59RW5rpw0RoTd7YW1dU2Y,0xda76b6e457d9ecd:0x66535d6d617b37a1,Banque,5.0,1.0,,,maps_ll,ChIJzZ59RW5rpw0RoTd7YW1dU2Y,already_canonical
Crédit Agricole,banque,Credit agricole bureau d'ordre central,"14 Rue Hussein 1er, Rabat 10000, Maroc",Rabat,34.0165656,-6.8316631,ChIJudv9NIxrpw0RzPQgPHfwg-0,0xda76b8c34fddbb9:0xed83f0773c20f4cc,Banque,,,,,maps_ll,ChIJudv9NIxrpw0RzPQgPHfwg-0,already_canonical
Crédit Agricole,banque,Drh credit agricole,"2598+645, Av. Amir Moulay Abdellah, Rabat, Maroc",Rabat,34.0180149,-6.8346252,ChIJCbsz8odrpw0RvJcKTqqV_Tc,0xda76b87f233bb09:0x37fd95aa4e0a97bc,Banque,1.0,1.0,,,maps_ll,ChIJCbsz8odrpw0RvJcKTqqV_Tc,already_canonical
Crédit Agricole,banque,Centre d'affaire credit agricol,"X5R3+RV2, Rabat, Maroc",Rabat,33.992024799999996,-6.845358,ChIJPchbdZpspw0R5Aj4Dl8djdk,0xda76c9a755bc83d:0xd98d1d5f0ef808e4,Banque,3.5,2.0,,,maps_ll,ChIJPchbdZpspw0R5Aj4Dl8djdk,already_canonical
Crédit Agricole,banque,Crédit Agricole,"25PH+275, Salé, Maroc",Rabat,34.0350184,-6.8217557,ChIJ3x-Aye1rpw0RoMZYFJl_apY,0xda76bedc9801fdf:0x966a7f991458c6a0,Banque,4.5,6.0,+212 5378-83747,http://www.creditagricole.ma/,maps_ll,ChIJ3x-Aye1rpw0RoMZYFJl_apY,already_canonical
Crédit Agricole,banque,Crédit Agricole du Maroc,"W369+H93, Av. Hassan II, Témara, Maroc",Rabat,33.911377099999996,-6.9315633,ChIJ5c49LJ0Npw0RxMVeb51G2KM,0xda70d9d2c3dcee5:0xa3d8469d6f5ec5c4,Banque,5.0,3.0,,,maps_ll,ChIJ5c49LJ0Npw0RxMVeb51G2KM,already_canonical
Crédit Agricole,banque,Crédit Agricole du Maroc - Succursale de Kénitra,"7C58+P8V, P4266, Kénitra, Maroc",Kénitra,34.2593712,-6.5842182,ChIJCTxVHORZpw0Rv9jQWokCupM,0xda759e41c553c09:0x93ba02895ad0d8bf,Banque,3.4,7.0,,http://www.creditagricole.ma/,maps_ll,ChIJCTxVHORZpw0Rv9jQWokCupM,already_canonical
Crédit Agricole,banque,Crédit Agricole,"794H+P22, Kénitra, Maroc",Kénitra,34.2567547,-6.6224767,ChIJG12nbHZZpw0RPNEobFJDuWI,0xda759766ca75d1b:0x62b943526c28d13c,Banque,3.3,3.0,,http://www.creditagricole.ma/,maps_ll,ChIJG12nbHZZpw0RPNEobFJDuWI,already_canonical
Crédit Agricole,banque,Crédit Agricole du Maroc,"161 Av. Mohamed Diouri, Kénitra 14000, Maroc",Kénitra,34.254895399999995,-6.582007099999999,ChIJ7WQ5MeNZpw0RQ7iXvovtEM0,0xda759e3313964ed:0xcd10ed8bbe97b843,Banque,3.0,2.0,+212 5373-74768,,maps_ll,ChIJ7WQ5MeNZpw0RQ7iXvovtEM0,already_canonical
Crédit Agricole,banque,Crédit Agricole,"7C9Q+973, Kénitra, Maroc",Kénitra,34.268398399999995,-6.5618183,ChIJe-CMJGpXpw0RQ3-NUW7dCbc,0xda7576a248ce07b:0xb709dd6e518d7f43,Banque,1.8,4.0,,,maps_ll,ChIJe-CMJGpXpw0RQ3-NUW7dCbc,already_canonical
Crédit Agricole,banque,Crédit Agricole Maroc,"1, Lot 159 Secteur C, Kenitra, Maroc",Kénitra,34.2658651,-6.615024,ChIJr6entxpZpw0RUbcrjx_kUs0,0xda7591ab7a7a7af:0xcd52e41f8f2bb751,Banque,2.3,3.0,,,maps_ll,ChIJr6entxpZpw0RUbcrjx_kUs0,already_canonical
Crédit Agricole,banque,Credit Agricole du Maroc,"Avenue Imam Ali, Kenitra, Maroc",Kénitra,34.260540899999995,-6.5894178,ChIJmwyFo-hZpw0RO2syOgkCcgM,0xda759e8a3850c9b:0x37202093a326b3b,Banque,3.0,1.0,,,maps_ll,ChIJmwyFo-hZpw0RO2syOgkCcgM,already_canonical
Crédit Agricole,banque,Agence Principale Crédit Agricole Du Maroc,"7C57+H7H, Kénitra, Maroc",Kénitra,34.258935099999995,-6.586771799999999,ChIJxbRpzuVZpw0RVX8-gqVZi4M,0xda759e5ce69b4c5:0x838b59a5823e7f55,Banque,3.0,2.0,,,maps_ll,ChIJxbRpzuVZpw0RVX8-gqVZi4M,already_canonical
Crédit Agricole,banque,Crédit agricole,"6CVX+8RJ, P4268, Kénitra, Maroc",Kénitra,34.243330799999995,-6.5504967999999995,ChIJDTllYABRpw0RTdWQ2n2kkAU,0xda751006065390d:0x590a47dda90d54d,Banque,1.0,2.0,,,maps_ll,ChIJDTllYABRpw0RTdWQ2n2kkAU,already_canonical
Crédit Agricole,banque,Crédit Agricole,"79CX+296, Kénitra, Maroc",Kénitra,34.2700385,-6.601597,ChIJOwXCzLhZpw0RV2vD8e-vZ9k,0xda759b8ccc2053b:0xd967afeff1c36b57,Banque,2.5,2.0,+212 5373-56474,http://www.creditagricole.ma/,maps_ll,ChIJOwXCzLhZpw0RV2vD8e-vZ9k,already_canonical
Crédit Agricole,banque,Agence Mohamed V (AE/CA)Crédit Agricole du Maroc,"7C57+J93, Kénitra, Maroc",Kénitra,34.2590025,-6.586583,ChIJ9buSzeVZpw0RRXbVtUN3R6U,0xda759e5cd92bbf5:0xa5477743b5d57645,Banque,,,+212 5373-79328,,maps_ll,ChIJ9buSzeVZpw0RRXbVtUN3R6U,already_canonical
CFG Bank,banque,CFG Bank - Agence Rabat Souissi,"Km 3.5 Av. Mohammed VI, Rabat, Maroc",Rabat,33.9732491,-6.8294102,ChIJ6yqKy1Brpw0RcZYFaDmLq6k,0xda76b50cb8a2aeb:0xa9ab8b3968059671,Banque,3.1,23.0,+212 5227-76800,https://www.cfgbank.com/,maps_ll,ChIJ6yqKy1Brpw0RcZYFaDmLq6k,cache
CFG Bank,banque,CFG Bank - Agence Rabat Hassan,"4 Av. d'Alger, Rabat 10020, Maroc",Rabat,34.0174533,-6.8250411,ChIJ8RovWtBrpw0RQ6ipwre9znU,0xda76bd05a2f1af1:0x75cebdb7c2a9a843,Banque,3.4,18.0,+212 5227-76800,,maps_ll,ChIJ8RovWtBrpw0RQ6ipwre9znU,cache
CFG Bank,banque,CFG Bank - agence Hay Riad,"C2, Immeuble B, 10100 Av. Annakhil, Rabat, Maroc",Rabat,33.9547653,-6.8659799999999995,ChIJt1BiwDETpw0R3g5ccWNwj0E,0xda71331c06250b7:0x418f7063715c0ede,Banque,3.7,17.0,+212 5375-47300,https://www.cfgbank.com/particuliers/,maps_ll,ChIJt1BiwDETpw0R3g5ccWNwj0E,cache
CFG Bank,banque,CFG Bank - Gab Megamall,"X599+4VC, Av. Oulad Frej, Rabat, Maroc",Rabat,33.967815099999996,-6.830347199999999,ChIJb1VhclRrpw0RA4Pts4JTB_w,0xda76b547261556f:0xfc075382b3ed8303,Banque,2.5,2.0,+212 80-2000046,https://www.cfgbank.com/,maps_ll,ChIJb1VhclRrpw0RA4Pts4JTB_w,cache
CFG Bank,banque,CFG Bank Arribat Center,"Angle Avenue Inaouin et, Av. Omar Ibn Al Khattab, Rabat 10090, Maroc",Rabat,34.004489899999996,-6.846646799999999,ChIJ2e6RcNNtpw0RAOfMHYmel6o,0xda76dd37091eed9:0xaa979e891dcce700,Banque,3.3,20.0,+212 5227-76800,https://www.cfgbank.com/particuliers/,maps_ll,ChIJ2e6RcNNtpw0RAOfMHYmel6o,cache
CFG Bank,banque,CFG Bank - GAB Carrefour gourmet Rabat,"Km, 3, 5 Route des Zaërs, Rabat, Maroc",Rabat,33.974322,-6.829846099999999,ChIJuwCaUldrpw0RCDQKBsxbcxQ,0xda76b57529a00bb:0x14735bcc060a3408,Banque,,,+212 80-2000046,https://www.cfgbank.com/particuliers/,maps_ll,ChIJuwCaUldrpw0RCDQKBsxbcxQ,cache
CFG Bank,banque,CFG Bank - GAB Carrefour Temara,"W3HC+WCF, Témara, Maroc",Rabat,33.9298225,-6.9289515999999995,ChIJE91hwbUNpw0RtSSwxc-Bv1g,0xda70db5c161dd13:0x58bf81cfc5b024b5,Banque,4.5,2.0,+212 80-2000046,http://www.cfgbank.com/particuliers/,maps_ll,ChIJE91hwbUNpw0RtSSwxc-Bv1g,cache
