business,business_type,name,address,city,lat,lng,place_id,data_id,type,rating,reviews_count,phone,website,_engine,canonical_place_id,resolve_status
CIH Bank,banque,CIH Bank,"R322, Témara, Maroc",Rabat,33.9348113,-6.9433416,ChIJmd93WxUNpw0RlLI-fdlwbBc,0xda70d155b77df99:0x176c70d97d3eb294,Banque,2.4,16.0,+212 5224-79479,https://www.cihbank.ma/,maps_ll,ChIJmd93WxUNpw0RlLI-fdlwbBc,already_canonical
CIH Bank,banque,CIH Bank - Agence Kenitra,"Avenue Mohamed V Immeuble Hraga, Kénitra 14010, Maroc",Kénitra,34.2597173,-6.5840182,ChIJ9cEiquZZpw0RnO-6bPvreQk,0xda759e6aa22c1f5:0x979ebfb6cbaef9c,Banque,2.3,109.0,+212 5224-79479,https://www.cihbank.ma/,maps_noll,ChIJ9cEiquZZpw0RnO-6bPvreQk,already_canonical
CIH Bank,banque,CIH Bank,"Kénitra, Maroc",Kénitra,34.2602663,-6.6200462,ChIJ_Xe0Np5Zpw0RMMnMYKhXjG4,0xda7599e36b477fd:0x6e8c57a860ccc930,Banque,1.8,57.0,+212 5224-79479,https://www.cihbank.ma/,maps_noll,ChIJ_Xe0Np5Zpw0RMMnMYKhXjG4,already_canonical
CIH Bank,banque,CIH Bank,"Av. El Massira Lotissement Al Wiam, Lot N 1,12, Kenitra 14010, Maroc",Kénitra,34.243729,-6.550364,ChIJYQV9hslRpw0RFYenVsP_QMA,0xda751c9867d0561:0xc040ffc356a78715,Banque,2.6,38.0,+212 5224-79479,https://www.cihbank.ma/,maps_noll,ChIJYQV9hslRpw0RFYenVsP_QMA,already_canonical
CIH Bank,banque,CIH Banque,"Imm Oapam, Av. Mohamed V, Kenitra 14010, Maroc",Kénitra,34.265276,-6.565900999999999,ChIJBZo1hRRXpw0RhsgplzIlyrQ,0xda7571485359a05:0xb4ca25329729c886,Banque,2.1,19.0,+212 5224-79479,https://www.cihbank.ma/,maps_noll,ChIJBZo1hRRXpw0RhsgplzIlyrQ,already_canonical
CIH Bank,banque,Guichet CiH,"7C54+2M5, Kénitra, Maroc",Kénitra,34.2575125,-6.593264899999999,ChIJYevcUMZZpw0Rje48cv28sbE,0xda759c650dceb61:0xb1b1bcfd723cee8d,Banque,2.6,7.0,,,maps_noll,ChIJYevcUMZZpw0Rje48cv28sbE,already_canonical
CIH Bank,banque,Guichet CiH,"264 Avenue E, Kénitra, Maroc",Kénitra,34.2570875,-6.6153888,ChIJ106Gi_NZpw0ROucISSUy-2o,0xda759f38b864ed7:0x6afb32254908e73a,Banque,,,,,maps_noll,ChIJ106Gi_NZpw0ROucISSUy-2o,already_canonical
CFG Bank,banque,CFG Bank - Agence Rabat Souissi,"Km 3.5 Av. Mohammed VI, Rabat, Maroc",Rabat,33.9732491,-6.8294102,ChIJ6yqKy1Brpw0RcZYFaDmLq6k,0xda76b50cb8a2aeb:0xa9ab8b3968059671,Banque,3.1,23.0,+212 5227-76800,https://www.cfgbank.com/,maps_ll,ChIJ6yqKy1Brpw0RcZYFaDmLq6k,already_canonical
CFG Bank,banque,CFG Bank - Agence Rabat Hassan,"4 Av. d'Alger, Rabat 10020, Maroc",Rabat,34.0174533,-6.8250411,ChIJ8RovWtBrpw0RQ6ipwre9znU,0xda76bd05a2f1af1:0x75cebdb7c2a9a843,Banque,3.4,18.0,+212 5227-76800,,maps_ll,ChIJ8RovWtBrpw0RQ6ipwre9znU,already_canonical
CFG Bank,banque,CFG Bank - agence Hay Riad,"C2, Immeuble B, 10100 Av. Annakhil, Rabat, Maroc",Rabat,33.9547653,-6.8659799999999995,ChIJt1BiwDETpw0R3g5ccWNwj0E,0xda71331c06250b7:0x418f7063715c0ede,Banque,3.7,17.0,+212 5375-47300,https://www.cfgbank.com/particuliers/,maps_ll,ChIJt1BiwDETpw0R3g5ccWNwj0E,already_canonical
CFG Bank,banque,CFG Bank Arribat Center,"Angle Avenue Inaouin et, Av. Omar Ibn Al Khattab, Rabat 10090, Maroc",Rabat,34.004489899999996,-6.846646799999999,ChIJ2e6RcNNtpw0RAOfMHYmel6o,0xda76dd37091eed9:0xaa979e891dcce700,Banque,3.3,20.0,+212 5227-76800,https://www.cfgbank.com/particuliers/,maps_ll,ChIJ2e6RcNNtpw0RAOfMHYmel6o,already_canonical
CFG Bank,banque,CFG Bank - GAB Carrefour gourmet Rabat,"Km, 3, 5 Route des Zaërs, Rabat, Maroc",Rabat,33.974322,-6.829846099999999,ChIJuwCaUldrpw0RCDQKBsxbcxQ,0xda76b57529a00bb:0x14735bcc060a3408,Banque,,,+212 80-2000046,https://www.cfgbank.com/particuliers/,maps_ll,ChIJuwCaUldrpw0RCDQKBsxbcxQ,already_canonical
CFG Bank,banque,CFG Bank - Gab Megamall,"X599+4VC, Av. Oulad Frej, Rabat, Maroc",Rabat,33.967815099999996,-6.830347199999999,ChIJb1VhclRrpw0RA4Pts4JTB_w,0xda76b547261556f:0xfc075382b3ed8303,Banque,2.5,2.0,+212 80-2000046,https://www.cfgbank.com/,maps_ll,ChIJb1VhclRrpw0RA4Pts4JTB_w,already_canonical
CFG Bank,banque,CFG Bank - GAB Carrefour Temara,"W3HC+WCF, Témara, Maroc",Rabat,33.9298225,-6.9289515999999995,ChIJE91hwbUNpw0RtSSwxc-Bv1g,0xda70db5c161dd13:0x58bf81cfc5b024b5,Banque,4.5,2.0,+212 80-2000046,http://www.cfgbank.com/particuliers/,maps_ll,ChIJE91hwbUNpw0RtSSwxc-Bv1g,already_canonical
