business,business_type,name,address,city,lat,lng,place_id,data_id,type,rating,reviews_count,phone,website,_engine,canonical_place_id,resolve_status
RMA Assurance,assurance,Rma Capital,"H9WQ+RF3, Av. des FAR, Casablanca 20100, Maroc",Casablanca,33.5970197,-7.6113149,ChIJH7TxrILSpw0RcZ74aWbbuIY,0xda7d282acf1b41f:0x86b8db6669f89e71,Compagnie d'assurance,4.3,27.0,+212 5223-12163,http://www.rmacapital.com/,maps_noll,ChIJH7TxrILSpw0RcZ74aWbbuIY,already_canonical
RMA Assurance,assurance,RMA Assurance,"Hay panorama boulverd azhar, Casablanca 20600, Maroc",Casablanca,33.600372,-7.4902169999999995,ChIJMRsMhTHLpw0R5o_cnw_kdZk,0xda7cb31850c1b31:0x9975e40f9fdc8fe6,Courtier d'assurances,4.5,17.0,+212 5227-56582,,maps_noll,ChIJMRsMhTHLpw0R5o_cnw_kdZk,already_canonical
RMA Assurance,assurance,RMA Assurance,"Imm. E, Angle Bd. 2 Mars et Bd. Al Qods Rés. Al Majd, Casablanca 20450, Maroc",Casablanca,33.539224499999996,-7.6007691,ChIJ--UfMj4zpg0R6UFkGcRcMLQ,0xda6333e321fe5fb:0xb4305cc4196441e9,Agence d'assurance,3.9,7.0,+212 666-338127,https://www.rmaassurance.com/,maps_noll,ChIJ--UfMj4zpg0R6UFkGcRcMLQ,already_canonical
RMA Assurance,assurance,RMA Assurance,"N°, LOTISSEMENT HABIBA, 210 Bd Laymoune, Casablanca 20260, Maroc",Casablanca,33.5405429,-7.6756141,ChIJE3hPrb0tpg0RPoNQqFxcnzw,0xda62dbdad4f7813:0x3c9f5c5ca850833e,Agence d'assurance,4.0,6.0,+212 661-851383,,maps_noll,ChIJE3hPrb0tpg0RPoNQqFxcnzw,already_canonical
RMA Assurance,assurance,RMA Assurance,"N 10, Résidence ARRAYHANE, 1 Av. Tizi Ousli, Casablanca 20250, Maroc",Casablanca,33.6090799,-7.528139899999999,ChIJmXZtJQDNpw0RIuQz3ahHjyM,0xda7cd00256d7699:0x238f47a8dd33e422,Agence d'assurance,5.0,2.0,+212 5223-58563,,maps_noll,ChIJmXZtJQDNpw0RIuQz3ahHjyM,already_canonical
RMA Assurance,assurance,RMA Assurance,"239 Bd Oued Tensift, Casablanca 20220, Maroc",Casablanca,33.5541925,-7.6799493,ChIJ6e5RgDQtpg0R3ogg9Anj5SA,0xda62d348051eee9:0x20e5e309f42088de,Agence d'assurance,3.4,13.0,+212 661-088883,,maps_noll,ChIJ6e5RgDQtpg0R3ogg9Anj5SA,already_canonical
RMA Assurance,assurance,RMA Assurance,"JG53+HHM, Casablanca, Maroc",Casablanca,33.6089625,-7.4960781,ChIJMQnAvArLpw0RlXS14kdIJj4,0xda7cb0abcc00931:0x3e264847e2b57495,Agence d'assurance,4.1,8.0,+212 5227-37979,,maps_noll,ChIJMQnAvArLpw0RlXS14kdIJj4,already_canonical
RMA Assurance,assurance,RMA Assurance,"Anassi 22 Nr 15 El Bernossi Casablanca،, Casablanca, Maroc",Casablanca,33.589711199999996,-7.4966984,ChIJ0cb6_wXLpw0RSSBF06VdYaw,0xda7cb05fffac6d1:0xac615da5d3452049,Agence d'assurance,3.0,2.0,+212 722-969757,,maps_noll,ChIJ0cb6_wXLpw0RSSBF06VdYaw,already_canonical
RMA Assurance,assurance,RMA Assurance,"HFJG+H55, Casablanca, Maroc",Casablanca,33.581384799999995,-7.524500499999999,ChIJ1SpwnCDLpw0RKAAx6FFfBZE,0xda7cb209c702ad5:0x91055f51e8310028,Agence d'assurance,2.3,6.0,+212 5227-22766,,maps_noll,ChIJ1SpwnCDLpw0RKAAx6FFfBZE,already_canonical
RMA Assurance,assurance,RMA LA FRATERNITE,"GCX6+FJ2, Rue Alkhalil, Rue 300 Hay Moulay Abdellah, Casablanca, Maroc",Casablanca,33.5486435,-7.5884751999999995,ChIJYTuIQgwzpg0RmW3C7osQ07A,0xda6330c42883b61:0xb0d3108beec26d99,Agence d'assurance,4.4,7.0,+212 5228-70160,,maps_noll,ChIJYTuIQgwzpg0RmW3C7osQ07A,already_canonical
RMA Assurance,assurance,RMA Assurance,"G8W9+RJR, Rdpt Chahdia, Casablanca 20240, Maroc",Casablanca,33.5471083,-7.6809749,ChIJBRNOWLcspg0RxXasjVVaodo,0xda62cb7584e1305:0xdaa15a558dac76c5,Agence d'assurance,3.8,20.0,+212 5229-09390,,maps_noll,ChIJBRNOWLcspg0RxXasjVVaodo,already_canonical
RMA Assurance,assurance,RMA Assurance,"JFGW+G94, Casablanca 20250, Maroc",Casablanca,33.626274099999996,-7.5040363,ChIJz_WLFQDLpw0ROYsbJyG2aE8,0xda7cb00158bf5cf:0x4f68b621271b8b39,Agence d'assurance,,,+212 520-624181,,maps_noll,ChIJz_WLFQDLpw0ROYsbJyG2aE8,already_canonical
Wafa Assurance,assurance,Wafa Assurance_Siège Social,"1 Bd Abdelmoumen, Casablanca 20250, Maroc",Casablanca,33.5826224,-7.6235639,ChIJYZPt0sMSpw0Rp6MTUn0WEa8,0xda712c3d2ed9361:0xaf11167d5213a3a7,Compagnie d'assurance,3.2,281.0,+212 5225-45558,http://www.wafaassurance.ma/,maps_noll,ChIJYZPt0sMSpw0Rp6MTUn0WEa8,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"Bd Yacoub El Mansour, Casablanca, Maroc",Casablanca,33.5713157,-7.6485601,ChIJsaN84XPTpw0RSBas6LkPUNM,0xda7d373e17ca3b1:0xd3500fb9e8ac1648,Agence d'assurance,4.8,96.0,+212 661-518464,https://benzitassurances.ma/,maps_noll,ChIJsaN84XPTpw0RSBas6LkPUNM,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"H9VR+QCR, Rue Pierre Parent Quartier Fonciere, Casablanca, Casablanca 20100, Maroc",Casablanca,33.5944955,-7.608976299999999,ChIJX61X4WTNpw0RA8bu-N68czU,0xda7cd64e157ad5f:0x3573bcdef8eec603,Agence d'assurance,2.0,23.0,+212 5223-13008,,maps_noll,ChIJX61X4WTNpw0RA8bu-N68czU,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"74 Av. Abdelkader Essahraoui, Casablanca 20670, Maroc",Casablanca,33.5557661,-7.5454164,ChIJYdUBqH0zpg0RQo15tcxuK9M,0xda6337da801d561:0xd32b6eccb5798d42,Agence d'assurance,4.5,75.0,+212 661-760662,,maps_noll,ChIJYdUBqH0zpg0RQo15tcxuK9M,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"Numéro 141 lot Moulat Thami Taha2 Quartier el Oulfa Hay Hassani Arrahma Sidi Maarouf Casa Anfa Laymoune Ain Diab, Casablanca 20220, Maroc",Casablanca,33.552911699999996,-7.6898931,ChIJaTYIl6gtpg0RjHtYJaBWGx8,0xda62da897083669:0x1f1b56a025587b8c,Agence d'assurance,4.0,13.0,+212 661-627399,https://www.wafaassurance.ma/,maps_noll,ChIJaTYIl6gtpg0RjHtYJaBWGx8,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"166 bis Angle Bd Omar El Khayam et, Rue Al Oukhouane, Casablanca 20250, Maroc",Casablanca,33.5655286,-7.647336699999999,ChIJU4Jt19PSpw0RSSP3nm5dVWQ,0xda7d2d3d76d8253:0x64555d6e9ef72349,Compagnie d'assurance,4.9,80.0,+212 5229-44426,,maps_noll,ChIJU4Jt19PSpw0RSSP3nm5dVWQ,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"36 Boulevard Bir Anzarane, Casablanca, Maroc",Casablanca,33.5811303,-7.6379614,ChIJd1CCNnjTpw0RCI8G5nu81Pw,0xda7d37836825077:0xfcd4bc7be6068f08,Agence d'assurance,1.8,13.0,+212 5222-51616,,maps_noll,ChIJd1CCNnjTpw0RCI8G5nu81Pw,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"JG57+J77, AL AZHAR, Casablanca, Maroc",Casablanca,33.6090338,-7.4868283,ChIJG2gD_MTLpw0RUqsVYzG3KlY,0xda7cbc4fc03681b:0x562ab7316315ab52,Agence d'assurance,5.0,2.0,+212 5227-58181,,maps_noll,ChIJG2gD_MTLpw0RUqsVYzG3KlY,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"Résidence Selma, Résidence Selma Oulfa, 102 Bd Oued Oum Rabia, Casablanca 20200, Maroc",Casablanca,33.5636515,-7.6682311,ChIJWxECMzLTpw0RKTrrDGk8v4Q,0xda7d3323302115b:0x84bf3c690ceb3a29,Compagnie d'assurance,3.2,47.0,+212 5228-93535,https://www.wafaassurance.ma/,maps_noll,ChIJWxECMzLTpw0RKTrrDGk8v4Q,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"H9PV+CRF, Bd de la Résistance, Casablanca 20250, Maroc",Casablanca,33.586059399999996,-7.6054477,ChIJaRyHRWfNpw0R4h4co1FtDJ8,0xda7cd6745871c69:0x9f0c6d51a31c1ee2,Compagnie d'assurance-vie,2.5,2.0,+212 677-425833,,maps_noll,ChIJaRyHRWfNpw0R4h4co1FtDJ8,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"1er étage, Angle Boulevard STRASBOURG et Rue MOHA OU HAMMOU au N°52, Casablanca 20080, Maroc",Casablanca,33.5903668,-7.6101917,ChIJ9dVNdp3Spw0RFvB83lKnr7k,0xda7d29d764dd5f5:0xb9afa752de7cf016,Agence d'assurance,2.9,15.0,+212 661-617090,,maps_noll,ChIJ9dVNdp3Spw0RFvB83lKnr7k,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"79 Bd Mouad Bnou Jabal, Casablanca 20250, Maroc",Casablanca,33.6103778,-7.5123048,ChIJpzf8onfLpw0RLc1kddKQpVw,0xda7cb77a2fc37a7:0x5ca590d27564cd2d,Agence d'assurance,4.2,30.0,+212 5227-32405,https://assurancesahmedyassine.com/,maps_noll,ChIJpzf8onfLpw0RLc1kddKQpVw,already_canonical
Wafa Assurance,assurance,Assurances Oulfa | Wafa Assurances,"lot N°328 lotissement, Bd Haj Fateh, Casablanca 20220, Maroc",Casablanca,33.5444593,-7.678976199999999,ChIJ6zDjCR8tpg0Rp2p43rzvF1c,0xda62d1f09e330eb:0x5717efbcde786aa7,Agence d'assurance,5.0,19.0,+212 5229-31478,https://benzitassurances.ma/,maps_noll,ChIJ6zDjCR8tpg0Rp2p43rzvF1c,already_canonical
Wafa Assurance,assurance,Wafa IMA Assistance,"No.2 Lotissement Mandarona Imm Casablanca Business Center, Casablanca 20270, Maroc",Casablanca,33.539471999999996,-7.6435856,ChIJVVVV5WItpg0R9AC9F8UK1ws,0xda62d62e5555555:0xbd70ac517bd00f4,Compagnie d'assurance,2.9,161.0,+212 5225-89535,http://www.wafaimaassistance.com/,maps_noll,ChIJVVVV5WItpg0R9AC9F8UK1ws,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"127 Bd Moulay Youssef, Casablanca 20250, Maroc",Casablanca,33.5981381,-7.6322781,ChIJ11H0xIzSpw0Rs6bYEP_qFoA,0xda7d28cc4f451d7:0x8016eaff10d8a6b3,Agence d'assurance,3.6,17.0,+212 5222-26939,,maps_noll,ChIJ11H0xIzSpw0Rs6bYEP_qFoA,already_canonical
Wafa Assurance,assurance,ASSURANCES TESSEMA | Wafa Assurances,"N°560, Boulevard Al Joulane, Casablanca 20200, Maroc",Casablanca,33.551265199999996,-7.568990899999999,ChIJXwq15t0zpg0RCwm7z89g2r0,0xda633dde6b50a5f:0xbdda60cfcfbb090b,Agence d'assurance,4.9,52.0,+212 5223-73761,https://benzitassurances.ma/,maps_noll,ChIJXwq15t0zpg0RCwm7z89g2r0,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"deuxième étage, 183 Av. Reda Guedira, Casablanca, Maroc",Casablanca,33.5534831,-7.576561399999999,ChIJb69P5Vwzpg0RUi21QfAqcoA,0xda6335ce54faf6f:0x80722af041b52d52,Agence d'assurance,4.0,1.0,+212 5225-99795,https://www.wafaassurance.ma/ar,maps_noll,ChIJb69P5Vwzpg0RUi21QfAqcoA,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"JG97+QGJ, Bd Allait Ibn Asaad, Casablanca 20250, Maroc",Casablanca,33.6194598,-7.486229799999999,ChIJc6Siw1fLpw0RwMLJOB088sY,0xda7cb57c3a2a473:0xc6f23c1d38c9c2c0,Agence d'assurance,2.8,12.0,+212 661-255071,,maps_noll,ChIJc6Siw1fLpw0RwMLJOB088sY,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"rue 4 hay missimi, Casablanca, Maroc",Casablanca,33.570172299999996,-7.671263199999999,ChIJdYsj_znTpw0Ri4DhfJHLmrM,0xda7d339ff238b75:0xb39acb917ce1808b,Agence d'assurance,3.9,17.0,+212 5229-10905,,maps_noll,ChIJdYsj_znTpw0Ri4DhfJHLmrM,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"HGMC+GG8, Unnamed Road, Casablanca, Maroc",Casablanca,33.5837941,-7.4786601,ChIJ_39nVEXLpw0Rtp9LFnMvmF0,0xda7cb4554677fff:0x5d982f73164b9fb6,Agence d'assurance,2.3,3.0,,,maps_noll,ChIJ_39nVEXLpw0Rtp9LFnMvmF0,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"F932+V2M, P3011, Bouskoura BOUSKOURA, Casablanca 20300, Maroc",Casablanca,33.4546515,-7.6499090999999995,ChIJifVksxjTpw0RCcm-XJE-YP4,0xda7d318b364f589:0xfe603e915cbec909,Agence d'assurance,4.8,20.0,+212 5223-20685,https://www.wafaassurance.ma/fr,maps_noll,ChIJifVksxjTpw0RCcm-XJE-YP4,already_canonical
Wafa Assurance,assurance,WAKIL Assurances,"HCM9+JGC, Casablanca 20320, Maroc",Casablanca,33.5840631,-7.5812282,ChIJ1-m0LyPNpw0R4ZGQSb_306c,0xda7cd232fb4e9d7:0xa7d3f7bf499091e1,Agence d'assurance,3.3,11.0,+212 642-649740,http://www.sanad.ma/,maps_noll,ChIJ1-m0LyPNpw0R4ZGQSb_306c,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"2 Bd Mohammed Zerktouni, Casablanca 20140, Maroc",Casablanca,33.5830796,-7.6165948,ChIJFw5pvpDTpw0RmmkfEGBvFE8,0xda7d390be690e17:0x4f146f60101f699a,Magasin,5.0,1.0,,,maps_noll,ChIJFw5pvpDTpw0RmmkfEGBvFE8,already_canonical
Wafa Assurance,assurance,Wafa Assurance,"JF3J+F4G, Bd Moulay Mohamed El Bouamrani, Casablanca 20250, Maroc",Casablanca,33.603699299999995,-7.519667999999999,ChIJAewkUorLpw0REbAOVzFjKFc,0xda7cb8a5224ec01:0x57286331570eb011,Agence d'assurance,5.0,1.0,,,maps_noll,ChIJAewkUorLpw0REbAOVzFjKFc,already_canonical
Axa Assurance Maroc,assurance,AXA Assurance,"120 Bd Hassan II, Casablanca 20250, Maroc",Casablanca,33.585187399999995,-7.6231677,ChIJmdau85fSpw0Rg0X4ArIPLPs,0xda7d297f3aed699:0xfb2c0fb202f84583,Compagnie d'assurance,3.1,389.0,+212 5228-89292,/url?q=https://www.axa.ma/&opi=79508299&sa=U&ved=0ahUKEwiNy-HqgJCRAxUpEzQIHTtJIZAQ61gIGCgQ&usg=AOvVaw0CE0bKoW29IYJoDamXR_ZG,maps_noll,ChIJmdau85fSpw0Rg0X4ArIPLPs,already_canonical
Axa Assurance Maroc,assurance,Axa Assurance,"HC75+C7W, Casablanca, Maroc",Casablanca,33.563602599999996,-7.591793699999999,ChIJWdmSoc4zpg0RsKOriINFfFY,0xda633cea192d959:0x567c458388aba3b0,Agence d'assurance,2.8,16.0,,,maps_noll,ChIJWdmSoc4zpg0RsKOriINFfFY,already_canonical
Axa Assurance Maroc,assurance,AXA Assurance,"73 Av. Houmane El Fetouaki, Casablanca 20080, Maroc",Casablanca,33.5935349,-7.6133931,ChIJxWu60H3Tpw0R4tvDQAcAcv0,0xda7d37dd0ba6bc5:0xfd72000740c3dbe2,Agence d'assurance,4.8,16.0,+212 5222-21051,,maps_noll,ChIJxWu60H3Tpw0R4tvDQAcAcv0,already_canonical
Axa Assurance Maroc,assurance,Axa Assurance,"N 159, MLEK DANDOUNE, ROUTE SIDI MASOUD CT 1100, SIDI MAAROUF, 1100 Route Sidi Maarouf, Casablanca, Maroc",Casablanca,33.514676099999996,-7.6485069999999995,ChIJoYZW7qktpg0RNxYFdjlrN4Y,0xda62da9ee5686a1:0x86376b3976051637,Agence d'assurance,3.2,38.0,+212 5225-83292,,maps_noll,ChIJoYZW7qktpg0RNxYFdjlrN4Y,already_canonical
Axa Assurance Maroc,assurance,"AXA Assurances Maroc, Bureau Direct Afriquia, Casablanca.","386 Av. Al Wahda Al Ifriquia, Casablanca, Maroc",Casablanca,33.5567133,-7.5856049,ChIJkUyJUeYzpg0R3REPRLOXOYk,0xda633e651894c91:0x893997b3440f11dd,Agence d'assurance,4.3,3.0,,,maps_noll,ChIJkUyJUeYzpg0R3REPRLOXOYk,already_canonical
Axa Assurance Maroc,assurance,AXA Kimassur,"836 Bd El Qods, Casablanca 20150, Maroc",Casablanca,33.5332315,-7.6139262,ChIJvytqNWItpg0RmTWNxJtCloo,0xda62d62356a2bbf:0x8a96429bc48d3599,Agence d'assurance,4.7,208.0,+212 5295-72690,,maps_noll,ChIJvytqNWItpg0RmTWNxJtCloo,already_canonical
Axa Assurance Maroc,assurance,Axa Assurance ain chok,"1, Casablanca, Maroc",Casablanca,33.5387888,-7.5841056,ChIJWY-0R1gzpg0RgFQJbmUhsKQ,0xda6335847b48f59:0xa4b021656e095480,Agence d'assurance pour locataires,4.2,27.0,+212 5222-16364,,maps_noll,ChIJWY-0R1gzpg0RgFQJbmUhsKQ,already_canonical
Axa Assurance Maroc,assurance,Axa Assurance,"11 Avenue Taoujtat, Casablanca 20000, Maroc",Casablanca,33.5944435,-7.641770999999999,ChIJLZN7MsrTpw0RjE-aMtzvR_E,0xda7d3ca327b932d:0xf147efdc329a4f8c,Agence d'assurance,3.4,8.0,+212 5222-69072,,maps_noll,ChIJLZN7MsrTpw0RjE-aMtzvR_E,already_canonical
Axa Assurance Maroc,assurance,Axa Assurance,"267 Bd Mohammed Zerktouni, Casablanca 20100, Maroc",Casablanca,33.5918646,-7.6367974,ChIJn_XcY-4ypg0RU9DHv7Ky_o8,0xda632ee63dcf59f:0x8ffeb2b2bfc7d053,Agence d'assurance,2.5,13.0,+212 5229-46044,/url?q=https://www.act-assurance.ma/&opi=79508299&sa=U&ved=0ahUKEwiNy-HqgJCRAxUpEzQIHTtJIZAQ61gI_QEoEA&usg=AOvVaw186_uXWj_KlS2uzTvaN4lb,maps_noll,ChIJn_XcY-4ypg0RU9DHv7Ky_o8,already_canonical
Axa Assurance Maroc,assurance,Assurances Oum Rabii,"340 Boulevard Oum Rabii; 3éme étage Bureau 22 . Groupe U ; El oulfa . Meridiane, Casablanca 20000, Maroc",Casablanca,33.5578181,-7.6814081,ChIJbYzObbMspg0RePWHL-qFPbw,0xda62cb36dce8c6d:0xbc3d85ea2f87f578,Agence d'assurance,4.9,235.0,+212 5228-99934,/url?q=http://www.axa.ma/&opi=79508299&sa=U&ved=0ahUKEwiNy-HqgJCRAxUpEzQIHTtJIZAQ61gImAIoDw&usg=AOvVaw32Xxl6skNrN_Zj24zIwbG1,maps_noll,ChIJbYzObbMspg0RePWHL-qFPbw,already_canonical
Axa Assurance Maroc,assurance,"AXA, Assurance Bassame, Bernoussi.","JF4J+MGX, 10 Rue 13 Quartier Tarik, Casablanca 20000, Maroc",Casablanca,33.6066649,-7.518670299999999,ChIJ3f8ISznLpw0Roh5s6xaXhJo,0xda7cb394b08ffdd:0x9a849716eb6c1ea2,Agence d'assurance,4.0,29.0,+212 661-050454,,maps_noll,ChIJ3f8ISznLpw0Roh5s6xaXhJo,already_canonical
Axa Assurance Maroc,assurance,AXA Assurance,"Bd Commandant Driss Al Harti, Casablanca 20670, Maroc",Casablanca,33.5636638,-7.5475767,ChIJU80qeaUzpg0RXt85W0UGhV4,0xda633a5792acd53:0x5e8506455b39df5e,Siège social,3.7,3.0,+212 696-455533,,maps_noll,ChIJU80qeaUzpg0RXt85W0UGhV4,already_canonical
Axa Assurance Maroc,assurance,Axa Assurance Maroc Massira,"HFC3+G57, Casablanca 20250, Maroc",Casablanca,33.5712852,-7.5470656,ChIJVVVVBcrMpw0R150gQT03L9k,0xda7ccca05555555:0xd92f373d41209dd7,Siège social,3.4,11.0,,,maps_noll,ChIJVVVVBcrMpw0R150gQT03L9k,already_canonical
Axa Assurance Maroc,assurance,Axa Assurance,"HCC4+9GP, Casablanca 20250, Maroc",Casablanca,33.570971899999996,-7.5936715999999995,ChIJeb6NFknNpw0RaUVrC1Fco3Y,0xda7cd49168dbe79:0x76a35c510b6b4569,Agence d'assurance,2.7,58.0,+212 5222-80652,https://www.axa.ma/,maps_noll,ChIJeb6NFknNpw0RaUVrC1Fco3Y,already_canonical
Axa Assurance Maroc,assurance,AXA assurance,"54 Av. du 10 Mars 1982, Casablanca 20700, Maroc",Casablanca,33.5631363,-7.5683346,ChIJQSg1o9szpg0RjJN0ZjCGVoc,0xda633dba3352841:0x875686306674938c,Agence d'assurance,3.9,8.0,+212 690-649067,,maps_noll,ChIJQSg1o9szpg0RjJN0ZjCGVoc,already_canonical
Axa Assurance Maroc,assurance,Axa Assurance,"JG88+Q46, Bd Allait Ibn Asaad, Casablanca 20250, Maroc",Casablanca,33.6169061,-7.4847471,ChIJ7aK_Y9bLpw0R1PirrE3fnTU,0xda7cbd663bfa2ed:0x359ddf4dacabf8d4,Agence d'assurance,2.6,11.0,,,maps_noll,ChIJ7aK_Y9bLpw0R1PirrE3fnTU,already_canonical
Axa Assurance Maroc,assurance,Axa Assurance,"HFCM+4PJ, Casablanca 20250, Maroc",Casablanca,33.570343,-7.515719799999999,ChIJgYiOcOvLpw0RZ-a6WxfzEw8,0xda7cbeb708e8881:0xf13f3175bbae667,Agence d'assurance,3.8,12.0,+212 5225-11951,,maps_noll,ChIJgYiOcOvLpw0RZ-a6WxfzEw8,already_canonical
Axa Assurance Maroc,assurance,Axa Assurance,"JG39+C23, Esp.barcelone, Casablanca, Maroc",Casablanca,33.6035037,-7.4824616,ChIJf02Jjx3Lpw0RBrpu2r07P2M,0xda7cb1d8f894d7f:0x633f3bbdda6eba06,Agence d'assurance,4.1,20.0,+212 5228-89292,http://www.axa.ma/,maps_noll,ChIJf02Jjx3Lpw0RBrpu2r07P2M,already_canonical
Axa Assurance Maroc,assurance,AXA / Comptoir Professionnel des Assurances,"Résidence el koutoubia Imm 5 local commercial N.1, Hay Ennassim, Casablanca 20190, Maroc",Casablanca,33.526143999999995,-7.659748,ChIJuTOsRBktpg0Ry5JXd2F4eXU,0xda62d1944ac33b9:0x75797861775792cb,Agence d'assurance,3.8,30.0,+212 5226-95454,,maps_noll,ChIJuTOsRBktpg0Ry5JXd2F4eXU,already_canonical
Axa Assurance Maroc,assurance,Axa Assurance,"68, Bloc 137, bd Abdelkader Sahraoui، Casablanca, Maroc",Casablanca,33.551921199999995,-7.551767,ChIJqS8k8AQzpg0RDNHnPCcy2CQ,0xda63304f0242fa9:0x24d832273ce7d10c,Agence d'assurance,5.0,2.0,+212 5223-83870,,maps_noll,ChIJqS8k8AQzpg0RDNHnPCcy2CQ,already_canonical
